Iterations,Velocity,Newton Energy,Gradient Energy,Gradient Mass Energy,Newton Direction L2,Newton Direction Linf,Newton Direction Mass Norm
2,1.73E-07,1.63E-09,2.16E-09,3.90E-09,1.26E-09,1.14E-09,2.42E-09
2,1.75E-07,1.66E-09,2.19E-09,3.95E-09,1.27E-09,1.15E-09,2.44E-09
2,1.78E-07,1.68E-09,2.23E-09,4.00E-09,1.29E-09,1.16E-09,2.46E-09
2,1.80E-07,1.70E-09,2.27E-09,4.06E-09,1.30E-09,1.16E-09,2.48E-09
2,1.82E-07,1.72E-09,2.30E-09,4.11E-09,1.31E-09,1.17E-09,2.51E-09
2,1.85E-07,1.75E-09,2.34E-09,4.16E-09,1.33E-09,1.18E-09,2.53E-09
2,1.87E-07,1.77E-09,2.37E-09,4.21E-09,1.34E-09,1.19E-09,2.55E-09
2,1.89E-07,1.79E-09,2.41E-09,4.26E-09,1.35E-09,1.20E-09,2.57E-09
2,1.92E-07,1.81E-09,2.45E-09,4.32E-09,1.37E-09,1.20E-09,2.59E-09
2,1.94E-07,1.83E-09,2.48E-09,4.37E-09,1.38E-09,1.21E-09,2.60E-09
2,1.96E-07,1.85E-09,2.52E-09,4.42E-09,1.39E-09,1.21E-09,2.62E-09
2,1.98E-07,1.87E-09,2.55E-09,4.46E-09,1.40E-09,1.22E-09,2.64E-09
2,2.00E-07,1.89E-09,2.59E-09,4.51E-09,1.41E-09,1.23E-09,2.65E-09
2,2.02E-07,1.91E-09,2.62E-09,4.56E-09,1.42E-09,1.23E-09,2.67E-09
2,2.04E-07,1.93E-09,2.65E-09,4.61E-09,1.43E-09,1.23E-09,2.69E-09
2,2.06E-07,1.95E-09,2.69E-09,4.66E-09,1.44E-09,1.24E-09,2.70E-09
2,2.08E-07,1.97E-09,2.72E-09,4.70E-09,1.45E-09,1.24E-09,2.71E-09
2,2.10E-07,1.99E-09,2.75E-09,4.75E-09,1.46E-09,1.24E-09,2.73E-09
2,2.12E-07,2.00E-09,2.79E-09,4.79E-09,1.47E-09,1.25E-09,2.74E-09
2,2.14E-07,2.02E-09,2.82E-09,4.84E-09,1.48E-09,1.25E-09,2.75E-09
2,2.16E-07,2.04E-09,2.85E-09,4.88E-09,1.49E-09,1.25E-09,2.76E-09
2,2.18E-07,2.06E-09,2.88E-09,4.93E-09,1.50E-09,1.25E-09,2.77E-09
2,2.20E-07,2.07E-09,2.92E-09,4.97E-09,1.51E-09,1.26E-09,2.78E-09
2,2.21E-07,2.09E-09,2.95E-09,5.01E-09,1.51E-09,1.26E-09,2.79E-09
2,2.23E-07,2.11E-09,2.98E-09,5.05E-09,1.52E-09,1.26E-09,2.80E-09
2,2.25E-07,2.12E-09,3.01E-09,5.09E-09,1.53E-09,1.26E-09,2.81E-09
2,2.26E-07,2.14E-09,3.04E-09,5.14E-09,1.53E-09,1.26E-09,2.82E-09
2,2.28E-07,2.15E-09,3.07E-09,5.18E-09,1.54E-09,1.26E-09,2.82E-09
2,2.29E-07,2.16E-09,3.10E-09,5.21E-09,1.55E-09,1.26E-09,2.83E-09
2,2.31E-07,2.18E-09,3.12E-09,5.25E-09,1.55E-09,1.25E-09,2.83E-09
2,2.32E-07,2.19E-09,3.15E-09,5.29E-09,1.56E-09,1.25E-09,2.84E-09
2,2.34E-07,2.21E-09,3.18E-09,5.33E-09,1.56E-09,1.25E-09,2.84E-09
2,2.35E-07,2.22E-09,3.21E-09,5.37E-09,1.57E-09,1.25E-09,2.85E-09
2,2.36E-07,2.23E-09,3.23E-09,5.40E-09,1.57E-09,1.25E-09,2.85E-09
2,2.38E-07,2.24E-09,3.26E-09,5.44E-09,1.58E-09,1.24E-09,2.86E-09
2,2.39E-07,2.25E-09,3.28E-09,5.47E-09,1.58E-09,1.24E-09,2.86E-09
2,2.40E-07,2.26E-09,3.31E-09,5.51E-09,1.58E-09,1.24E-09,2.86E-09
2,2.41E-07,2.27E-09,3.33E-09,5.54E-09,1.59E-09,1.24E-09,2.86E-09
2,2.42E-07,2.28E-09,3.36E-09,5.57E-09,1.59E-09,1.23E-09,2.86E-09
2,2.43E-07,2.29E-09,3.38E-09,5.60E-09,1.59E-09,1.23E-09,2.86E-09
2,2.44E-07,2.30E-09,3.40E-09,5.63E-09,1.59E-09,1.22E-09,2.86E-09
2,2.45E-07,2.31E-09,3.43E-09,5.67E-09,1.60E-09,1.22E-09,2.86E-09
2,2.46E-07,2.32E-09,3.45E-09,5.70E-09,1.60E-09,1.21E-09,2.86E-09
2,2.47E-07,2.33E-09,3.47E-09,5.72E-09,1.60E-09,1.21E-09,2.86E-09
2,2.48E-07,2.34E-09,3.49E-09,5.75E-09,1.60E-09,1.20E-09,2.86E-09
2,2.48E-07,2.34E-09,3.51E-09,5.78E-09,1.60E-09,1.20E-09,2.86E-09
2,2.49E-07,2.35E-09,3.53E-09,5.81E-09,1.60E-09,1.19E-09,2.85E-09
2,2.50E-07,2.36E-09,3.54E-09,5.83E-09,1.60E-09,1.19E-09,2.85E-09
2,2.50E-07,2.36E-09,3.56E-09,5.86E-09,1.60E-09,1.18E-09,2.85E-09
2,2.51E-07,2.37E-09,3.58E-09,5.88E-09,1.60E-09,1.17E-09,2.84E-09
2,2.51E-07,2.37E-09,3.59E-09,5.90E-09,1.60E-09,1.17E-09,2.84E-09
2,2.52E-07,2.38E-09,3.61E-09,5.93E-09,1.60E-09,1.16E-09,2.84E-09
2,2.52E-07,2.38E-09,3.62E-09,5.95E-09,1.60E-09,1.15E-09,2.83E-09
2,2.53E-07,2.38E-09,3.64E-09,5.97E-09,1.59E-09,1.15E-09,2.82E-09
2,2.53E-07,2.38E-09,3.65E-09,5.99E-09,1.59E-09,1.14E-09,2.82E-09
2,2.53E-07,2.39E-09,3.66E-09,6.01E-09,1.59E-09,1.13E-09,2.81E-09
2,2.53E-07,2.39E-09,3.67E-09,6.02E-09,1.59E-09,1.12E-09,2.81E-09
2,2.53E-07,2.39E-09,3.69E-09,6.04E-09,1.58E-09,1.12E-09,2.80E-09
2,2.53E-07,2.39E-09,3.70E-09,6.06E-09,1.58E-09,1.11E-09,2.79E-09
2,2.53E-07,2.39E-09,3.70E-09,6.07E-09,1.58E-09,1.10E-09,2.78E-09
2,2.53E-07,2.39E-09,3.71E-09,6.09E-09,1.57E-09,1.09E-09,2.77E-09
2,2.53E-07,2.39E-09,3.72E-09,6.10E-09,1.57E-09,1.08E-09,2.77E-09
2,2.53E-07,2.39E-09,3.73E-09,6.11E-09,1.56E-09,1.08E-09,2.76E-09
2,2.53E-07,2.39E-09,3.73E-09,6.12E-09,1.56E-09,1.07E-09,2.75E-09
2,2.53E-07,2.38E-09,3.74E-09,6.13E-09,1.55E-09,1.06E-09,2.74E-09
2,2.53E-07,2.38E-09,3.74E-09,6.14E-09,1.55E-09,1.05E-09,2.73E-09
2,2.52E-07,2.38E-09,3.75E-09,6.15E-09,1.54E-09,1.04E-09,2.72E-09
2,2.52E-07,2.38E-09,3.75E-09,6.16E-09,1.54E-09,1.03E-09,2.71E-09
2,2.52E-07,2.37E-09,3.75E-09,6.16E-09,1.53E-09,1.02E-09,2.69E-09
2,2.51E-07,2.37E-09,3.75E-09,6.17E-09,1.53E-09,1.01E-09,2.68E-09
2,2.51E-07,2.36E-09,3.75E-09,6.17E-09,1.52E-09,1.00E-09,2.67E-09
2,2.50E-07,2.36E-09,3.75E-09,6.17E-09,1.51E-09,9.96E-10,2.66E-09
2,2.49E-07,2.35E-09,3.75E-09,6.17E-09,1.50E-09,9.86E-10,2.65E-09
2,2.49E-07,2.34E-09,3.75E-09,6.17E-09,1.50E-09,9.77E-10,2.63E-09
2,2.48E-07,2.34E-09,3.75E-09,6.17E-09,1.49E-09,9.67E-10,2.62E-09
2,2.47E-07,2.33E-09,3.74E-09,6.17E-09,1.48E-09,9.58E-10,2.61E-09
2,2.46E-07,2.32E-09,3.74E-09,6.17E-09,1.47E-09,9.48E-10,2.59E-09
2,2.46E-07,2.31E-09,3.73E-09,6.16E-09,1.47E-09,9.39E-10,2.58E-09
2,2.45E-07,2.31E-09,3.73E-09,6.16E-09,1.46E-09,9.29E-10,2.56E-09
2,2.44E-07,2.30E-09,3.72E-09,6.15E-09,1.45E-09,9.20E-10,2.55E-09
2,2.43E-07,2.29E-09,3.71E-09,6.14E-09,1.44E-09,9.10E-10,2.54E-09
2,2.42E-07,2.28E-09,3.70E-09,6.13E-09,1.43E-09,9.00E-10,2.52E-09
2,2.41E-07,2.27E-09,3.69E-09,6.12E-09,1.42E-09,8.91E-10,2.50E-09
2,2.39E-07,2.25E-09,3.68E-09,6.11E-09,1.41E-09,8.81E-10,2.49E-09
2,2.38E-07,2.24E-09,3.67E-09,6.10E-09,1.40E-09,8.71E-10,2.47E-09
2,2.37E-07,2.23E-09,3.66E-09,6.08E-09,1.39E-09,8.62E-10,2.46E-09
2,2.36E-07,2.22E-09,3.64E-09,6.07E-09,1.38E-09,8.52E-10,2.44E-09
2,2.34E-07,2.21E-09,3.63E-09,6.05E-09,1.37E-09,8.42E-10,2.42E-09
2,2.33E-07,2.19E-09,3.62E-09,6.03E-09,1.36E-09,8.34E-10,2.40E-09
2,2.32E-07,2.18E-09,3.60E-09,6.01E-09,1.35E-09,8.33E-10,2.39E-09
2,2.30E-07,2.17E-09,3.59E-09,5.99E-09,1.34E-09,8.32E-10,2.37E-09
2,2.29E-07,2.15E-09,3.57E-09,5.97E-09,1.33E-09,8.30E-10,2.35E-09
2,2.27E-07,2.14E-09,3.55E-09,5.95E-09,1.32E-09,8.28E-10,2.33E-09
2,2.26E-07,2.12E-09,3.53E-09,5.92E-09,1.31E-09,8.26E-10,2.31E-09
2,2.24E-07,2.11E-09,3.51E-09,5.90E-09,1.29E-09,8.24E-10,2.30E-09
2,2.22E-07,2.09E-09,3.49E-09,5.87E-09,1.28E-09,8.21E-10,2.28E-09
2,2.20E-07,2.07E-09,3.47E-09,5.84E-09,1.27E-09,8.18E-10,2.26E-09
2,2.19E-07,2.06E-09,3.45E-09,5.81E-09,1.26E-09,8.15E-10,2.24E-09
2,2.17E-07,2.04E-09,3.43E-09,5.78E-09,1.25E-09,8.12E-10,2.22E-09
2,2.15E-07,2.02E-09,3.40E-09,5.75E-09,1.24E-09,8.08E-10,2.20E-09
2,2.13E-07,2.01E-09,3.38E-09,5.72E-09,1.22E-09,8.04E-10,2.18E-09
2,2.11E-07,1.99E-09,3.36E-09,5.69E-09,1.21E-09,8.00E-10,2.16E-09
2,2.09E-07,1.97E-09,3.33E-09,5.65E-09,1.20E-09,7.96E-10,2.14E-09
2,2.07E-07,1.95E-09,3.31E-09,5.61E-09,1.18E-09,7.91E-10,2.12E-09
2,2.05E-07,1.93E-09,3.28E-09,5.58E-09,1.17E-09,7.87E-10,2.10E-09
2,2.03E-07,1.91E-09,3.25E-09,5.54E-09,1.16E-09,7.82E-10,2.07E-09
2,2.01E-07,1.89E-09,3.22E-09,5.50E-09,1.15E-09,7.76E-10,2.05E-09
2,1.99E-07,1.87E-09,3.20E-09,5.46E-09,1.13E-09,7.71E-10,2.03E-09
2,1.97E-07,1.85E-09,3.17E-09,5.41E-09,1.12E-09,7.65E-10,2.01E-09
2,1.95E-07,1.83E-09,3.14E-09,5.37E-09,1.11E-09,7.59E-10,1.99E-09
2,1.93E-07,1.81E-09,3.11E-09,5.32E-09,1.09E-09,7.53E-10,1.97E-09
2,1.91E-07,1.79E-09,3.07E-09,5.28E-09,1.08E-09,7.47E-10,1.94E-09
2,1.88E-07,1.77E-09,3.04E-09,5.23E-09,1.07E-09,7.41E-10,1.92E-09
2,1.86E-07,1.75E-09,3.01E-09,5.18E-09,1.05E-09,7.34E-10,1.90E-09
2,1.84E-07,1.73E-09,2.98E-09,5.13E-09,1.04E-09,7.27E-10,1.88E-09
2,1.82E-07,1.71E-09,2.95E-09,5.08E-09,1.02E-09,7.20E-10,1.85E-09
2,1.79E-07,1.69E-09,2.91E-09,5.03E-09,1.01E-09,7.13E-10,1.83E-09
2,1.77E-07,1.66E-09,2.88E-09,4.98E-09,9.97E-10,7.05E-10,1.81E-09
2,1.75E-07,1.64E-09,2.84E-09,4.93E-09,9.83E-10,6.98E-10,1.78E-09
2,1.72E-07,1.62E-09,2.81E-09,4.87E-09,9.69E-10,6.90E-10,1.76E-09
2,1.70E-07,1.60E-09,2.77E-09,4.82E-09,9.55E-10,6.82E-10,1.74E-09
2,1.68E-07,1.57E-09,2.74E-09,4.76E-09,9.41E-10,6.74E-10,1.71E-09
2,1.65E-07,1.55E-09,2.70E-09,4.71E-09,9.27E-10,6.66E-10,1.69E-09
2,1.63E-07,1.53E-09,2.66E-09,4.65E-09,9.12E-10,6.58E-10,1.67E-09
2,1.60E-07,1.50E-09,2.63E-09,4.59E-09,8.98E-10,6.49E-10,1.64E-09
2,1.58E-07,1.48E-09,2.59E-09,4.53E-09,8.84E-10,6.41E-10,1.62E-09
2,1.55E-07,1.46E-09,2.55E-09,4.47E-09,8.70E-10,6.32E-10,1.59E-09
2,1.53E-07,1.43E-09,2.51E-09,4.41E-09,8.56E-10,6.23E-10,1.57E-09
2,1.50E-07,1.41E-09,2.47E-09,4.35E-09,8.42E-10,6.14E-10,1.55E-09
2,1.48E-07,1.39E-09,2.43E-09,4.28E-09,8.28E-10,6.05E-10,1.52E-09
2,1.45E-07,1.36E-09,2.40E-09,4.22E-09,8.14E-10,5.96E-10,1.50E-09
2,1.43E-07,1.34E-09,2.36E-09,4.16E-09,8.00E-10,5.86E-10,1.47E-09
2,1.40E-07,1.31E-09,2.32E-09,4.09E-09,7.85E-10,5.77E-10,1.45E-09
2,1.38E-07,1.29E-09,2.28E-09,4.03E-09,7.71E-10,5.67E-10,1.43E-09
2,1.35E-07,1.27E-09,2.24E-09,3.96E-09,7.57E-10,5.58E-10,1.40E-09
2,1.33E-07,1.24E-09,2.20E-09,3.90E-09,7.43E-10,5.48E-10,1.38E-09
2,1.30E-07,1.22E-09,2.16E-09,3.83E-09,7.30E-10,5.39E-10,1.35E-09
2,1.28E-07,1.19E-09,2.11E-09,3.76E-09,7.16E-10,5.29E-10,1.33E-09
2,1.25E-07,1.17E-09,2.07E-09,3.69E-09,7.02E-10,5.19E-10,1.31E-09
2,1.22E-07,1.15E-09,2.03E-09,3.63E-09,6.88E-10,5.09E-10,1.28E-09
2,1.20E-07,1.12E-09,1.99E-09,3.56E-09,6.74E-10,4.99E-10,1.26E-09
2,1.17E-07,1.10E-09,1.95E-09,3.49E-09,6.61E-10,4.89E-10,1.23E-09
2,1.15E-07,1.07E-09,1.91E-09,3.42E-09,6.47E-10,4.79E-10,1.21E-09
2,1.12E-07,1.05E-09,1.87E-09,3.35E-09,6.34E-10,4.69E-10,1.19E-09
2,1.10E-07,1.03E-09,1.83E-09,3.28E-09,6.20E-10,4.59E-10,1.16E-09
2,1.07E-07,1.00E-09,1.79E-09,3.21E-09,6.07E-10,4.49E-10,1.14E-09
2,1.05E-07,9.80E-10,1.75E-09,3.14E-09,5.94E-10,4.39E-10,1.12E-09
2,1.02E-07,9.56E-10,1.71E-09,3.07E-09,5.80E-10,4.29E-10,1.09E-09
2,9.95E-08,9.33E-10,1.66E-09,3.00E-09,5.67E-10,4.18E-10,1.07E-09
2,9.70E-08,9.09E-10,1.62E-09,2.93E-09,5.54E-10,4.08E-10,1.05E-09
2,9.45E-08,8.86E-10,1.58E-09,2.86E-09,5.42E-10,3.98E-10,1.02E-09
2,9.20E-08,8.63E-10,1.54E-09,2.79E-09,5.29E-10,3.88E-10,1.00E-09
2,8.95E-08,8.40E-10,1.50E-09,2.72E-09,5.16E-10,3.78E-10,9.78E-10
2,8.70E-08,8.18E-10,1.46E-09,2.65E-09,5.03E-10,3.68E-10,9.56E-10
2,8.46E-08,7.95E-10,1.42E-09,2.58E-09,4.91E-10,3.58E-10,9.33E-10
2,8.22E-08,7.73E-10,1.38E-09,2.51E-09,4.79E-10,3.48E-10,9.11E-10
2,7.98E-08,7.50E-10,1.34E-09,2.44E-09,4.66E-10,3.38E-10,8.89E-10
2,7.74E-08,7.28E-10,1.30E-09,2.37E-09,4.54E-10,3.29E-10,8.67E-10
2,7.50E-08,7.06E-10,1.26E-09,2.31E-09,4.42E-10,3.19E-10,8.45E-10
2,7.27E-08,6.85E-10,1.23E-09,2.24E-09,4.31E-10,3.09E-10,8.24E-10
2,7.04E-08,6.63E-10,1.19E-09,2.17E-09,4.19E-10,2.99E-10,8.03E-10
2,6.82E-08,6.42E-10,1.15E-09,2.10E-09,4.07E-10,2.90E-10,7.81E-10
2,6.60E-08,6.21E-10,1.11E-09,2.04E-09,3.96E-10,2.80E-10,7.60E-10
2,6.38E-08,6.00E-10,1.07E-09,1.97E-09,3.85E-10,2.71E-10,7.40E-10
2,6.16E-08,5.80E-10,1.04E-09,1.90E-09,3.73E-10,2.62E-10,7.19E-10
2,5.94E-08,5.60E-10,1.00E-09,1.84E-09,3.62E-10,2.52E-10,6.99E-10
2,5.73E-08,5.40E-10,9.65E-10,1.77E-09,3.52E-10,2.46E-10,6.79E-10
2,5.52E-08,5.20E-10,9.29E-10,1.71E-09,3.41E-10,2.40E-10,6.59E-10
2,5.31E-08,5.01E-10,8.94E-10,1.65E-09,3.30E-10,2.35E-10,6.40E-10
2,5.11E-08,4.82E-10,8.59E-10,1.58E-09,3.20E-10,2.29E-10,6.20E-10
2,4.91E-08,4.63E-10,8.25E-10,1.52E-09,3.10E-10,2.24E-10,6.01E-10
2,4.71E-08,4.44E-10,7.91E-10,1.46E-09,3.00E-10,2.19E-10,5.82E-10
2,4.51E-08,4.26E-10,7.58E-10,1.40E-09,2.90E-10,2.13E-10,5.64E-10
2,4.33E-08,4.08E-10,7.25E-10,1.34E-09,2.80E-10,2.08E-10,5.46E-10
2,4.14E-08,3.91E-10,6.93E-10,1.28E-09,2.70E-10,2.03E-10,5.28E-10
2,3.96E-08,3.73E-10,6.62E-10,1.23E-09,2.61E-10,1.98E-10,5.10E-10
2,3.78E-08,3.57E-10,6.31E-10,1.17E-09,2.52E-10,1.92E-10,4.92E-10
2,3.61E-08,3.40E-10,6.00E-10,1.11E-09,2.42E-10,1.87E-10,4.75E-10
2,3.44E-08,3.24E-10,5.71E-10,1.06E-09,2.33E-10,1.82E-10,4.58E-10
2,3.27E-08,3.08E-10,5.42E-10,1.01E-09,2.25E-10,1.77E-10,4.41E-10
2,3.11E-08,2.93E-10,5.13E-10,9.55E-10,2.16E-10,1.72E-10,4.25E-10
2,2.94E-08,2.78E-10,4.85E-10,9.04E-10,2.07E-10,1.67E-10,4.09E-10
2,2.79E-08,2.63E-10,4.58E-10,8.54E-10,1.99E-10,1.61E-10,3.93E-10
2,2.63E-08,2.49E-10,4.32E-10,8.05E-10,1.91E-10,1.56E-10,3.77E-10
2,2.48E-08,2.35E-10,4.06E-10,7.58E-10,1.83E-10,1.51E-10,3.62E-10
2,2.34E-08,2.21E-10,3.81E-10,7.11E-10,1.75E-10,1.46E-10,3.47E-10
2,2.20E-08,2.08E-10,3.57E-10,6.67E-10,1.67E-10,1.41E-10,3.32E-10
2,2.06E-08,1.95E-10,3.33E-10,6.23E-10,1.60E-10,1.36E-10,3.18E-10
2,1.92E-08,1.83E-10,3.10E-10,5.81E-10,1.53E-10,1.31E-10,3.03E-10
2,1.80E-08,1.71E-10,2.88E-10,5.40E-10,1.45E-10,1.26E-10,2.89E-10
2,1.68E-08,1.60E-10,2.67E-10,5.00E-10,1.38E-10,1.21E-10,2.76E-10
2,1.56E-08,1.49E-10,2.47E-10,4.62E-10,1.31E-10,1.16E-10,2.62E-10
2,1.44E-08,1.38E-10,2.27E-10,4.26E-10,1.25E-10,1.11E-10,2.49E-10
2,1.33E-08,1.28E-10,2.08E-10,3.90E-10,1.18E-10,1.06E-10,2.36E-10
2,1.23E-08,1.18E-10,1.90E-10,3.57E-10,1.11E-10,1.01E-10,2.23E-10
2,1.13E-08,1.08E-10,1.73E-10,3.24E-10,1.05E-10,9.60E-11,2.11E-10
2,1.04E-08,9.94E-11,1.56E-10,2.94E-10,9.89E-11,9.10E-11,1.99E-10
2,9.46E-09,9.09E-11,1.40E-10,2.64E-10,9.28E-11,8.61E-11,1.86E-10
2,8.58E-09,8.27E-11,1.25E-10,2.36E-10,8.68E-11,8.12E-11,1.75E-10
2,7.75E-09,7.50E-11,1.11E-10,2.10E-10,8.09E-11,7.62E-11,1.63E-10
2,6.97E-09,6.77E-11,9.83E-11,1.86E-10,7.52E-11,7.13E-11,1.52E-10
2,6.24E-09,6.08E-11,8.59E-11,1.63E-10,6.95E-11,6.64E-11,1.40E-10
2,5.56E-09,5.43E-11,7.45E-11,1.41E-10,6.40E-11,6.15E-11,1.29E-10
2,4.93E-09,4.82E-11,6.38E-11,1.21E-10,5.85E-11,5.66E-11,1.18E-10
2,4.33E-09,4.25E-11,5.41E-11,1.03E-10,5.32E-11,5.17E-11,1.08E-10
2,3.76E-09,3.71E-11,4.52E-11,8.61E-11,4.79E-11,4.68E-11,9.70E-11
2,3.24E-09,3.21E-11,3.71E-11,7.09E-11,4.27E-11,4.19E-11,8.65E-11
2,2.76E-09,2.75E-11,2.99E-11,5.74E-11,3.76E-11,3.70E-11,7.62E-11
2,2.32E-09,2.32E-11,2.35E-11,4.54E-11,3.25E-11,3.22E-11,6.60E-11
2,1.91E-09,1.91E-11,1.80E-11,3.50E-11,2.75E-11,2.73E-11,5.58E-11
2,1.52E-09,1.53E-11,1.33E-11,2.60E-11,2.26E-11,2.24E-11,4.58E-11
2,1.16E-09,1.18E-11,9.38E-12,1.85E-11,1.76E-11,1.76E-11,3.58E-11
2,8.29E-10,8.40E-12,6.15E-12,1.23E-11,1.28E-11,1.27E-11,2.59E-11
2,5.06E-10,5.15E-12,3.52E-12,7.08E-12,7.91E-12,7.90E-12,1.61E-11
2,1.95E-10,1.99E-12,1.31E-12,2.64E-12,3.07E-12,3.06E-12,6.23E-12
2,1.12E-10,1.15E-12,7.55E-13,1.51E-12,1.77E-12,1.76E-12,3.58E-12
2,4.22E-10,4.28E-12,2.89E-12,5.82E-12,6.59E-12,6.59E-12,1.34E-11
2,7.38E-10,7.49E-12,5.38E-12,1.07E-11,1.14E-11,1.14E-11,2.32E-11
2,1.07E-09,1.08E-11,8.41E-12,1.66E-11,1.63E-11,1.62E-11,3.30E-11
2,1.42E-09,1.43E-11,1.21E-11,2.37E-11,2.11E-11,2.10E-11,4.29E-11
2,1.79E-09,1.80E-11,1.66E-11,3.22E-11,2.60E-11,2.58E-11,5.28E-11
2,2.19E-09,2.19E-11,2.18E-11,4.21E-11,3.09E-11,3.06E-11,6.28E-11
2,2.62E-09,2.61E-11,2.78E-11,5.35E-11,3.59E-11,3.54E-11,7.28E-11
2,3.08E-09,3.06E-11,3.47E-11,6.64E-11,4.09E-11,4.02E-11,8.29E-11
2,3.58E-09,3.54E-11,4.24E-11,8.08E-11,4.60E-11,4.50E-11,9.32E-11
2,4.12E-09,4.05E-11,5.09E-11,9.68E-11,5.11E-11,4.98E-11,1.03E-10
2,4.69E-09,4.60E-11,6.02E-11,1.14E-10,5.63E-11,5.45E-11,1.14E-10
2,5.31E-09,5.18E-11,7.04E-11,1.33E-10,6.16E-11,5.93E-11,1.24E-10
2,5.97E-09,5.80E-11,8.14E-11,1.54E-10,6.70E-11,6.41E-11,1.35E-10
2,6.67E-09,6.46E-11,9.31E-11,1.76E-10,7.24E-11,6.88E-11,1.46E-10
2,7.40E-09,7.16E-11,1.06E-10,1.99E-10,7.79E-11,7.36E-11,1.57E-10
2,8.20E-09,7.90E-11,1.19E-10,2.24E-10,8.36E-11,7.83E-11,1.68E-10
2,9.03E-09,8.68E-11,1.33E-10,2.51E-10,8.93E-11,8.31E-11,1.80E-10
2,9.89E-09,9.49E-11,1.48E-10,2.79E-10,9.51E-11,8.78E-11,1.91E-10
2,1.08E-08,1.03E-10,1.64E-10,3.08E-10,1.01E-10,9.26E-11,2.03E-10
2,1.18E-08,1.12E-10,1.80E-10,3.39E-10,1.07E-10,9.73E-11,2.15E-10
2,1.28E-08,1.22E-10,1.98E-10,3.71E-10,1.13E-10,1.02E-10,2.27E-10
2,1.38E-08,1.31E-10,2.16E-10,4.04E-10,1.20E-10,1.07E-10,2.39E-10
2,1.49E-08,1.42E-10,2.34E-10,4.39E-10,1.26E-10,1.12E-10,2.51E-10
2,1.60E-08,1.52E-10,2.54E-10,4.74E-10,1.33E-10,1.16E-10,2.64E-10
2,1.71E-08,1.63E-10,2.74E-10,5.12E-10,1.39E-10,1.21E-10,2.77E-10
2,1.83E-08,1.74E-10,2.94E-10,5.50E-10,1.46E-10,1.26E-10,2.90E-10
2,1.95E-08,1.86E-10,3.16E-10,5.90E-10,1.53E-10,1.30E-10,3.04E-10
2,2.08E-08,1.98E-10,3.38E-10,6.31E-10,1.60E-10,1.35E-10,3.17E-10
2,2.21E-08,2.10E-10,3.61E-10,6.73E-10,1.67E-10,1.40E-10,3.31E-10
2,2.35E-08,2.23E-10,3.84E-10,7.16E-10,1.74E-10,1.45E-10,3.45E-10
2,2.49E-08,2.36E-10,4.08E-10,7.60E-10,1.82E-10,1.49E-10,3.59E-10
2,2.63E-08,2.49E-10,4.33E-10,8.05E-10,1.89E-10,1.54E-10,3.74E-10
2,2.78E-08,2.63E-10,4.58E-10,8.52E-10,1.97E-10,1.59E-10,3.88E-10
2,2.93E-08,2.77E-10,4.84E-10,8.99E-10,2.05E-10,1.64E-10,4.03E-10
2,3.09E-08,2.91E-10,5.11E-10,9.47E-10,2.13E-10,1.68E-10,4.18E-10
2,3.24E-08,3.05E-10,5.38E-10,9.97E-10,2.21E-10,1.73E-10,4.34E-10
2,3.40E-08,3.20E-10,5.65E-10,1.05E-09,2.29E-10,1.78E-10,4.49E-10
2,3.57E-08,3.36E-10,5.93E-10,1.10E-09,2.38E-10,1.83E-10,4.65E-10
2,3.73E-08,3.51E-10,6.22E-10,1.15E-09,2.46E-10,1.87E-10,4.81E-10
2,3.90E-08,3.67E-10,6.51E-10,1.20E-09,2.55E-10,1.92E-10,4.97E-10
2,4.07E-08,3.83E-10,6.80E-10,1.26E-09,2.64E-10,1.97E-10,5.13E-10
2,4.24E-08,3.99E-10,7.10E-10,1.31E-09,2.73E-10,2.02E-10,5.30E-10
2,4.42E-08,4.16E-10,7.41E-10,1.36E-09,2.82E-10,2.07E-10,5.47E-10
2,4.60E-08,4.33E-10,7.72E-10,1.42E-09,2.91E-10,2.11E-10,5.64E-10
2,4.78E-08,4.50E-10,8.03E-10,1.48E-09,3.00E-10,2.16E-10,5.81E-10
2,4.96E-08,4.68E-10,8.35E-10,1.53E-09,3.10E-10,2.21E-10,5.98E-10
2,5.15E-08,4.85E-10,8.67E-10,1.59E-09,3.19E-10,2.26E-10,6.16E-10
2,5.34E-08,5.03E-10,8.99E-10,1.65E-09,3.29E-10,2.31E-10,6.34E-10
2,5.54E-08,5.21E-10,9.32E-10,1.71E-09,3.39E-10,2.36E-10,6.51E-10
2,5.73E-08,5.39E-10,9.65E-10,1.77E-09,3.49E-10,2.41E-10,6.69E-10
2,5.93E-08,5.58E-10,9.98E-10,1.82E-09,3.59E-10,2.49E-10,6.88E-10
2,6.13E-08,5.77E-10,1.03E-09,1.88E-09,3.69E-10,2.57E-10,7.06E-10
2,6.33E-08,5.95E-10,1.07E-09,1.94E-09,3.79E-10,2.66E-10,7.25E-10
2,6.53E-08,6.15E-10,1.10E-09,2.00E-09,3.89E-10,2.74E-10,7.43E-10
2,6.73E-08,6.34E-10,1.13E-09,2.07E-09,4.00E-10,2.83E-10,7.62E-10
2,6.94E-08,6.53E-10,1.17E-09,2.13E-09,4.10E-10,2.91E-10,7.81E-10
2,7.15E-08,6.73E-10,1.20E-09,2.19E-09,4.21E-10,3.00E-10,8.00E-10
